!!ObjTables schema='SBtab' type='Data' tableFormat='row' class='Quantity' name='Quantity' date='2020-07-18 12:15:02' objTablesVersion='1.0.5' ionicStrength='0.1' ionicStrengthUnit='mM' pH='7.0' temperature='298.15' temperatureUnit='kelvin' unit='kJ/mol',,,,,,
!Comment,!QuantityType,!Mean,!Std,!Sign,!Identifiers:kegg.reaction,!UseAsPriorInformation
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08785,False
,standard Gibbs energy of reaction,-557.0,36.0,0,R08786,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08787,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08788,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08789,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08790,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08791,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08792,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08794,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08795,False
,standard Gibbs energy of reaction,-2.2,69.6,0,R08796,False
,standard Gibbs energy of reaction,-2.3,69.8,0,R08797,False
,standard Gibbs energy of reaction,46.6,20.7,0,R08798,False
,standard Gibbs energy of reaction,46.6,26.0,0,R08799,False
,standard Gibbs energy of reaction,46.6,20.6,0,R08800,False
,standard Gibbs energy of reaction,-204.2,30.3,0,R08801,False
,standard Gibbs energy of reaction,-204.2,18.1,0,R08802,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08803,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08804,False
,standard Gibbs energy of reaction,14.7,36.8,0,R08805,False
,standard Gibbs energy of reaction,14.7,39.2,0,R08806,False
,standard Gibbs energy of reaction,-14.8,73.0,0,R08807,False
,standard Gibbs energy of reaction,-14.8,74.1,0,R08808,False
,standard Gibbs energy of reaction,-14.9,74.1,0,R08809,False
,standard Gibbs energy of reaction,-15.0,77.7,0,R08810,False
,standard Gibbs energy of reaction,-115.2,29.5,0,R08811,False
,standard Gibbs energy of reaction,-115.2,34.7,0,R08812,False
,standard Gibbs energy of reaction,-60.6,43.6,0,R08813,False
,standard Gibbs energy of reaction,-60.6,55.7,0,R08814,False
,standard Gibbs energy of reaction,-443.4,35.5,0,R08815,False
,standard Gibbs energy of reaction,-60.6,33.4,0,R08816,False
,standard Gibbs energy of reaction,-13.7,33.2,0,R08817,False
,standard Gibbs energy of reaction,48.5,48.4,0,R08818,False
,standard Gibbs energy of reaction,-0.7,61.5,0,R08819,False
,standard Gibbs energy of reaction,48.6,46.7,0,R08820,False
,standard Gibbs energy of reaction,48.4,45.5,0,R08821,False
,standard Gibbs energy of reaction,-60.3,44.1,0,R08822,False
,standard Gibbs energy of reaction,-8.2,58.6,0,R08823,False
,standard Gibbs energy of reaction,-13.9,45.8,0,R08824,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08825,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08826,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08827,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08828,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08829,False
,standard Gibbs energy of reaction,-60.2,44.1,0,R08830,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08831,False
,standard Gibbs energy of reaction,-383.9,21.0,0,R08832,False
,standard Gibbs energy of reaction,-44.3,26.8,0,R08833,False
,standard Gibbs energy of reaction,48.7,45.1,0,R08834,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08835,False
,standard Gibbs energy of reaction,-251.2,12.5,0,R08836,False
,standard Gibbs energy of reaction,-154.0,18.6,0,R08837,False
,standard Gibbs energy of reaction,-443.3,10.7,0,R08838,False
,standard Gibbs energy of reaction,0.6,19.5,0,R08839,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08840,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08841,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08842,False
,standard Gibbs energy of reaction,-57.8,36.0,0,R08843,False
,standard Gibbs energy of reaction,0.0,37.2,0,R08844,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08845,False
,standard Gibbs energy of reaction,-52.7,16.6,0,R08846,False
,standard Gibbs energy of reaction,-159.2,16.6,0,R08847,False
,standard Gibbs energy of reaction,-20.9,22.4,0,R08848,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08849,False
,standard Gibbs energy of reaction,0.2,48.2,0,R08850,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08851,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08852,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08853,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08854,False
,standard Gibbs energy of reaction,-23.1,136.5,0,R08855,False
,standard Gibbs energy of reaction,4.5,106.1,0,R08856,False
,standard Gibbs energy of reaction,-14.4,119.4,0,R08857,False
,standard Gibbs energy of reaction,-7.6,112.5,0,R08858,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08859,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08860,False
,standard Gibbs energy of reaction,-25.4,3.5,0,R08861,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08862,False
,standard Gibbs energy of reaction,-27.7,27.9,0,R08863,False
,standard Gibbs energy of reaction,-88.4,27.4,0,R08864,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08865,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08866,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08867,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08868,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08869,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08870,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08871,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08872,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08873,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08874,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08875,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08876,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08877,False
,standard Gibbs energy of reaction,31.7,4.1,0,R08878,False
,standard Gibbs energy of reaction,26.7,5.9,0,R08879,False
,standard Gibbs energy of reaction,16.5,5.9,0,R08880,False
,standard Gibbs energy of reaction,85.6,15.0,0,R08881,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08882,False
,standard Gibbs energy of reaction,814.6,14.0,0,R08883,False
,standard Gibbs energy of reaction,561.1,11.6,0,R08884,False
,standard Gibbs energy of reaction,902.6,14.1,0,R08885,False
,standard Gibbs energy of reaction,902.6,14.1,0,R08886,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08887,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08888,False
,standard Gibbs energy of reaction,-366.1,58.8,0,R08889,False
,standard Gibbs energy of reaction,11.4,30.2,0,R08890,False
,standard Gibbs energy of reaction,10.0,31.3,0,R08891,False
,standard Gibbs energy of reaction,6.3,30.2,0,R08892,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08893,False
,standard Gibbs energy of reaction,-14.0,32.7,0,R08894,False
,standard Gibbs energy of reaction,-11.7,35.7,0,R08895,False
,standard Gibbs energy of reaction,-110.5,36.6,0,R08896,False
,standard Gibbs energy of reaction,-16.2,37.3,0,R08897,False
,standard Gibbs energy of reaction,-15.0,39.0,0,R08898,False
,standard Gibbs energy of reaction,-23.1,39.5,0,R08899,False
,standard Gibbs energy of reaction,-14.3,40.9,0,R08900,False
,standard Gibbs energy of reaction,-13.9,45.9,0,R08901,False
,standard Gibbs energy of reaction,-110.4,46.6,0,R08902,False
,standard Gibbs energy of reaction,-18.9,47.6,0,R08903,False
,standard Gibbs energy of reaction,0.0,48.9,0,R08904,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08905,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08906,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08907,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08908,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08909,False
,standard Gibbs energy of reaction,-27.7,46.5,0,R08910,False
,standard Gibbs energy of reaction,0.0,42.8,0,R08911,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08912,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08913,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08914,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08915,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08916,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08917,False
,standard Gibbs energy of reaction,6.4,32.3,0,R08918,False
,standard Gibbs energy of reaction,6.4,32.0,0,R08919,False
,standard Gibbs energy of reaction,-398.9,18.2,0,R08920,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08921,False
,standard Gibbs energy of reaction,-443.4,53.4,0,R08922,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08923,False
,standard Gibbs energy of reaction,-6.4,30.8,0,R08924,False
,standard Gibbs energy of reaction,-360.7,22.7,0,R08925,False
,standard Gibbs energy of reaction,-12.4,4.8,0,R08926,False
,standard Gibbs energy of reaction,59.4,26.6,0,R08927,False
,standard Gibbs energy of reaction,288.9,24.4,0,R08928,False
,standard Gibbs energy of reaction,246.0,28.1,0,R08929,False
,standard Gibbs energy of reaction,170.3,26.2,0,R08930,False
,standard Gibbs energy of reaction,26.1,27.0,0,R08931,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08932,False
,standard Gibbs energy of reaction,19.6,22.0,0,R08935,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08936,False
,standard Gibbs energy of reaction,-4.5,12.9,0,R08937,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08938,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08939,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08940,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08941,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08942,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08943,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08944,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08945,False
,standard Gibbs energy of reaction,-7.6,3.5,0,R08946,False
,standard Gibbs energy of reaction,7.3,9.1,0,R08947,False
,standard Gibbs energy of reaction,-142.6,16.8,0,R08948,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08949,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08950,False
,standard Gibbs energy of reaction,-74.3,46.9,0,R08951,False
,standard Gibbs energy of reaction,-63.4,57.0,0,R08952,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08953,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08954,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08955,False
,standard Gibbs energy of reaction,16.4,3.1,0,R08956,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08957,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08958,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08959,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08960,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08961,False
,standard Gibbs energy of reaction,-4.6,8.5,0,R08962,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08963,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08964,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08965,False
,standard Gibbs energy of reaction,-4.9,79.5,0,R08966,False
,standard Gibbs energy of reaction,-4.6,8.5,0,R08967,False
,standard Gibbs energy of reaction,-4.2,4.0,0,R08968,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08969,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08970,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08972,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08973,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08974,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08975,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08976,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08977,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08978,False
,standard Gibbs energy of reaction,-46.5,13.6,0,R08979,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08980,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08981,False
,standard Gibbs energy of reaction,-14.2,10.3,0,R08982,False
,standard Gibbs energy of reaction,-95.2,79.6,0,R08983,False
,standard Gibbs energy of reaction,-610.9,58.3,0,R08984,False
,standard Gibbs energy of reaction,265.8,60.3,0,R08985,False
,standard Gibbs energy of reaction,-611.3,68.7,0,R08986,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08987,False
,standard Gibbs energy of reaction,-2667.4,86.5,0,R08988,False
,standard Gibbs energy of reaction,-70.2,135.3,0,R08989,False
,standard Gibbs energy of reaction,-170.3,142.7,0,R08990,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08991,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08992,False
,standard Gibbs energy of reaction,-24.8,37.4,0,R08993,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08994,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08995,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R09002,False
,standard Gibbs energy of reaction,1.7,2.6,0,R09009,False
,standard Gibbs energy of reaction,0.6,4.5,0,R09030,False
,standard Gibbs energy of reaction,-3.8,2.7,0,R09031,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R09032,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R09033,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R09034,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R09035,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R09036,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R09037,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R09038,False
,standard Gibbs energy of reaction,35.7,11.9,0,R09039,False
,standard Gibbs energy of reaction,-75.9,22.9,0,R09040,False
,standard Gibbs energy of reaction,170.8,24.6,0,R09041,False
,standard Gibbs energy of reaction,-396.2,26.7,0,R09042,False
,standard Gibbs energy of reaction,-483.2,34.6,0,R09043,False
,standard Gibbs energy of reaction,-159.2,49.7,0,R09044,False
,standard Gibbs energy of reaction,-270.0,26.2,0,R09045,False
,standard Gibbs energy of reaction,-26.1,31.1,0,R09046,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R09047,False
